id,club_name,country,player_name,age,position,club_involved_name,club_involved_country,transfer_movement,transfer_period,year
213,Al-Raed SFC,Saudi Arabia,Tarik Miri,31.0,Defence,Kawkab Marrak.,Morocco,out,Summer,2008
214,Abha Club,Saudi Arabia,Saleh Al-Mohammadi,27.0,Attacking Midfield,Al-Ahli SFC,Saudi Arabia,in,Summer,2008
215,Abha Club,Saudi Arabia,Khalid Zouine,27.0,Midfield,Ittihad Tanger,Morocco,in,Summer,2008
216,Al-Watani,Saudi Arabia,Yacine Hima,24.0,Central Midfield,AC Bellinzona,Switzerland,out,Summer,2008
217,Al-Watani,Saudi Arabia,Sylvain Idangar,24.0,Left Winger,ES Sétif,Algeria,out,Summer,2008
218,Al-Watani,Saudi Arabia,Raed Al-Amri,19.0,Left-Back,Al-Raed,Saudi Arabia,out,Summer,2008
219,Ittihad Club,Saudi Arabia,Renato Cajá,24.0,Attacking Midfield,Ponte Preta,Brazil,in,Winter,2008
220,Ittihad Club,Saudi Arabia,Naif Al-Balawi,22.0,Centre-Forward,Al-Watani,Qatar,in,Winter,2008
221,Ittihad Club,Saudi Arabia,Nourdin Boukhari,28.0,Attacking Midfield,NAC Breda,Netherlands,out,Winter,2008
222,Al-Hilal SFC,Saudi Arabia,Mirel Radoi,27.0,Defensive Midfield,Steaua Bucharest,Romania,in,Winter,2008
223,Al-Hilal SFC,Saudi Arabia,Ki-hyeon Seol,29.0,Right Winger,Fulham,England,in,Winter,2008
224,Al-Hilal SFC,Saudi Arabia,Lelo Mbele,21.0,Centre-Forward,ES Tunis,Tunisia,in,Winter,2008
225,Al-Hilal SFC,Saudi Arabia,Lelo Mbele,21.0,Centre-Forward,Al-Hilal,Saudi Arabia,out,Winter,2008
226,Al-Hilal SFC,Saudi Arabia,Khaled Al-Anqari,0.0,Defence,,,out,Winter,2008
227,Al-Hilal SFC,Saudi Arabia,Ronald Raldes,27.0,Centre-Back,Free Agent,Free Agent,out,Winter,2008
228,Al-Ahli SFC,Saudi Arabia,Walid Soliman,24.0,Right Winger,Petrojet,England,in,Winter,2008
229,Al-Ahli SFC,Saudi Arabia,Ibrahima Gueyé,30.0,Centre-Back,Red Star,Serbia,in,Winter,2008
230,Al-Ahli SFC,Saudi Arabia,Baha'a Abdulrahman,22.0,Defensive Midfield,Al-Faisaly SC,Saudi Arabia,in,Winter,2008
231,Al-Ahli SFC,Saudi Arabia,Youcef Saïbi,26.0,Centre-Forward,USM El Harrach,Algeria,in,Winter,2008
232,Al-Ahli SFC,Saudi Arabia,Adel Maïza,25.0,Centre-Back,USM Annaba,France,out,Winter,2008
233,Al-Shabab FC,Saudi Arabia,Ahmad Al-Azemi,24.0,Centre-Forward,Qadsia SC,France,in,Winter,2008
234,Al-Nassr FC,Saudi Arabia,Hossam Ghaly,27.0,Central Midfield,Tottenham,England,in,Winter,2008
235,Al-Nassr FC,Saudi Arabia,Mehdi Shiri,30.0,Central Midfield,Bargh Shiraz FC,Iran,in,Winter,2008
236,Al-Nassr FC,Saudi Arabia,Razak Omotoyossi,23.0,Centre-Forward,Free Agent,Free Agent,out,Winter,2008
237,Al-Ettifaq FC,Saudi Arabia,Yaqoub Al-Taher,25.0,Right-Back,Kuwait SC,Brazil,in,Winter,2008
238,Al-Wehda FC,Saudi Arabia,Mejdi Traoui,25.0,Central Midfield,RB Salzburg,France,in,Winter,2008
239,Al-Wehda FC,Saudi Arabia,Raja Rafe,25.0,Centre-Forward,Al-Majd,Saudi Arabia,in,Winter,2008
240,Al-Wehda FC,Saudi Arabia,Omar Daoud,25.0,Centre-Back,Al-Ahli SFC,Saudi Arabia,out,Winter,2008
241,Al-Hazem SC,Saudi Arabia,Karim Eddafi,25.0,Left Midfield,Kénitra,Bahrain,in,Winter,2008
242,Al-Raed SFC,Saudi Arabia,Leandro Sena,32.0,Central Midfield,Vila Aurora,Bolivia,in,Winter,2008
243,Al-Raed SFC,Saudi Arabia,Felipe,27.0,Attacking Midfield,North Qld Fury,Australia,in,Winter,2008
244,Al-Raed SFC,Saudi Arabia,Saleh Abdulhameed,26.0,Centre-Back,Al-Najma,Bahrain,out,Winter,2008
245,Al-Watani,Saudi Arabia,Basem Fat'hi,26.0,Left-Back,Al-Wehdat SC,Saudi Arabia,in,Winter,2008
246,Al-Watani,Saudi Arabia,Makhete Diop,21.0,Centre-Forward,ASC Yakaar,Réunion,in,Winter,2008
247,Al-Watani,Saudi Arabia,Josimar,22.0,Defensive Midfield,Internacional,Brazil,in,Winter,2008
248,Al-Watani,Saudi Arabia,Naif Al-Balawi,22.0,Centre-Forward,Ittihad Club,Saudi Arabia,out,Winter,2008
249,Al-Watani,Saudi Arabia,Josimar,22.0,Defensive Midfield,Internacional,Brazil,out,Winter,2008
250,Al-Watani,Saudi Arabia,Basem Fat'hi,26.0,Left-Back,Al-Wehdat SC,Saudi Arabia,out,Winter,2008
251,Al-Hilal SFC,Saudi Arabia,Thiago Neves,24.0,Attacking Midfield,Hamburger SV,Germany,in,Summer,2009
252,Al-Hilal SFC,Saudi Arabia,Young-pyo Lee,32.0,Left-Back,Bor. Dortmund,Germany,in,Summer,2009
253,Al-Hilal SFC,Saudi Arabia,Essa Al-Mehyani,26.0,Centre-Forward,Al-Wehda,Saudi Arabia,in,Summer,2009
254,Al-Hilal SFC,Saudi Arabia,Abdullah Al-Dawsari,19.0,Right-Back,Al-Ettifaq,Saudi Arabia,in,Summer,2009
255,Al-Hilal SFC,Saudi Arabia,Khaled Shrahili,22.0,Goalkeeper,Al-Raed,Saudi Arabia,in,Summer,2009
256,Al-Hilal SFC,Saudi Arabia,Sultan Al-Bargan,26.0,Defensive Midfield,Al-Ettifaq,Saudi Arabia,in,Summer,2009
257,Al-Hilal SFC,Saudi Arabia,Tareq Al Tayeb,32.0,Attacking Midfield,Al-Shabab,Saudi Arabia,out,Summer,2009
258,Al-Hilal SFC,Saudi Arabia,Abdulaziz Al-Khathran,35.0,Defensive Midfield,Al-Wehda,Saudi Arabia,out,Summer,2009
259,Al-Hilal SFC,Saudi Arabia,Boris Kabi,24.0,Centre-Forward,Ajman Club,Saudi Arabia,out,Summer,2009
260,Al-Hilal SFC,Saudi Arabia,Fahad Al-Shammari,28.0,Goalkeeper,Al-Qadsiah FC,Saudi Arabia,out,Summer,2009
261,Al-Hilal SFC,Saudi Arabia,Mohammed Al-Gizani,19.0,Right-Back,Al-Nassr,Saudi Arabia,out,Summer,2009
262,Al-Hilal SFC,Saudi Arabia,Ki-hyeon Seol,30.0,Right Winger,Fulham,England,out,Summer,2009
263,Najran SC,Saudi Arabia,Cédric Kisamba,24.0,Central Midfield,LB Châteauroux,France,in,Summer,2009
264,Najran SC,Saudi Arabia,Turki Al-Thagafi,30.0,Attacking Midfield,Al-Ahli SFC,Saudi Arabia,in,Summer,2009
265,Najran SC,Saudi Arabia,Anas Bani Yassen,20.0,Centre-Back,Al-Arabi Irbid,Qatar,in,Summer,2009
266,Najran SC,Saudi Arabia,Ahmad Al-Ajmi,0.0,Defence,Al-Fateh,Saudi Arabia,in,Summer,2009
267,Najran SC,Saudi Arabia,Juliano Mineiro,24.0,Attacking Midfield,Nacional,Portugal,in,Summer,2009
268,Najran SC,Saudi Arabia,Ali Al-Turki,20.0,Right Midfield,Al-Taawoun,Saudi Arabia,out,Summer,2009
269,Najran SC,Saudi Arabia,Ali Al-Sagour,20.0,Centre-Back,Al-Ahli SFC,Saudi Arabia,out,Summer,2009
270,Najran SC,Saudi Arabia,Awad Al-Otabi,0.0,Attack,Al-Nassr,Saudi Arabia,out,Summer,2009
271,Najran SC,Saudi Arabia,Abdelfatha Safi,28.0,Attacking Midfield,Al-Salmiya SC,Qatar,out,Summer,2009
272,Najran SC,Saudi Arabia,Abdelfattah Safi,28.0,Midfield,Al-Salmiya SC,Qatar,out,Summer,2009
273,Al-Qadsiah FC,Saudi Arabia,Ali Al-Abdali,30.0,Right-Back,Al-Raed,Saudi Arabia,in,Summer,2009
274,Al-Qadsiah FC,Saudi Arabia,Mohamad Labib,22.0,Centre-Forward,Ittihad Club,Saudi Arabia,in,Summer,2009
275,Al-Qadsiah FC,Saudi Arabia,Rubén Gigena,28.0,Centre-Forward,Audax Italiano,Chile,in,Summer,2009
276,Al-Qadsiah FC,Saudi Arabia,Juan Comínges,25.0,Left Midfield,José Gálvez,Peru,in,Summer,2009
277,Al-Qadsiah FC,Saudi Arabia,Mohamed Hubail,28.0,Central Midfield,Al-Ahli SFC,Saudi Arabia,in,Summer,2009
278,Al-Qadsiah FC,Saudi Arabia,Nelson Figueredo,24.0,Centre-Back,3 de Febrero,Paraguay,in,Summer,2009
279,Al-Qadsiah FC,Saudi Arabia,Said Al-Shoon,25.0,Defence,Kazma SC,France,in,Summer,2009
280,Al-Qadsiah FC,Saudi Arabia,Fahad Al-Shammari,28.0,Goalkeeper,Al-Hilal,Saudi Arabia,in,Summer,2009
281,Al-Qadsiah FC,Saudi Arabia,Ibrahim Kabie,0.0,Defence,,,in,Summer,2009
282,Al-Qadsiah FC,Saudi Arabia,Mohammed Al-Sahlawi,22.0,Centre-Forward,Al-Nassr,Saudi Arabia,out,Summer,2009
283,Al-Raed SFC,Saudi Arabia,Hatem Aqel,31.0,Centre-Back,Al-Faisaly SC,Saudi Arabia,in,Summer,2009
284,Al-Raed SFC,Saudi Arabia,Abdullah Haidar,24.0,Defensive Midfield,Ittihad Club,Saudi Arabia,in,Summer,2009
285,Al-Raed SFC,Saudi Arabia,Abdulmajeed Abdullah Al-Ruwaili,22.0,Central Midfield,Al-Orobah FC,Saudi Arabia,in,Summer,2009
286,Al-Raed SFC,Saudi Arabia,Serginho,35.0,Centre-Forward,Al-Gharafa Res.,Qatar,in,Summer,2009
287,Al-Raed SFC,Saudi Arabia,Sedonoune Janvier Abouta,28.0,Centre-Forward,Djoliba AC,Mali,in,Summer,2009
288,Al-Raed SFC,Saudi Arabia,Zakaria Aboub,28.0,Midfield,Difaâ El Jadida,Morocco,in,Summer,2009
289,Al-Raed SFC,Saudi Arabia,Leandro Sena,32.0,Central Midfield,Alecrim,Saudi Arabia,out,Summer,2009
290,Al-Raed SFC,Saudi Arabia,Ali Al-Abdali,30.0,Right-Back,Al-Qadsiah FC,Saudi Arabia,out,Summer,2009
291,Al-Raed SFC,Saudi Arabia,Zakaria Aboub,29.0,Midfield,Raja Casablanca,Morocco,out,Summer,2009
292,Al-Raed SFC,Saudi Arabia,Felipe,29.0,Attacking Midfield,Al-Wehda,Saudi Arabia,out,Summer,2009
293,Al-Raed SFC,Saudi Arabia,Ahmad Najr Al-Harbi,27.0,Midfield,Free Agent,Free Agent,out,Summer,2009
294,Al-Raed SFC,Saudi Arabia,Khaled Shrahili,22.0,Goalkeeper,Al-Hilal,Saudi Arabia,out,Summer,2009
295,Al-Nassr FC,Saudi Arabia,Víctor Figueroa,25.0,Right Winger,Chacarita Jrs.,Argentina,in,Summer,2009
296,Al-Nassr FC,Saudi Arabia,Chun-soo Lee,27.0,Second Striker,Feyenoord,Netherlands,in,Summer,2009
297,Al-Nassr FC,Saudi Arabia,Hussein Abdulghani,32.0,Left-Back,Xamax,Switzerland,in,Summer,2009
298,Al-Nassr FC,Saudi Arabia,Mohammed Al-Sahlawi,22.0,Centre-Forward,Al-Qadsiah FC,Saudi Arabia,in,Summer,2009
299,Al-Nassr FC,Saudi Arabia,Ahmad Abbas,23.0,Defensive Midfield,Abha,Saudi Arabia,in,Summer,2009
300,Al-Nassr FC,Saudi Arabia,Kameel Webary,23.0,Goalkeeper,,,in,Summer,2009
301,Al-Nassr FC,Saudi Arabia,Abdullah Al-Enezi,18.0,Goalkeeper,,,in,Summer,2009
302,Al-Nassr FC,Saudi Arabia,Ibrahim Ghaleb,18.0,Central Midfield,,,in,Summer,2009
303,Al-Nassr FC,Saudi Arabia,Saud Hamoud,19.0,Second Striker,,,in,Summer,2009
304,Al-Nassr FC,Saudi Arabia,Khaled Al-Zylaeei,22.0,Right Winger,Abha,Saudi Arabia,in,Summer,2009
305,Al-Nassr FC,Saudi Arabia,Abdoh Bernaoy,25.0,Left-Back,Al-Faisaly FC,Saudi Arabia,in,Summer,2009
306,Al-Nassr FC,Saudi Arabia,Saleh Sadeeq,0.0,Defence,,,in,Summer,2009
307,Al-Nassr FC,Saudi Arabia,Abdullah Al-Garni,21.0,Centre-Back,,,in,Summer,2009
308,Al-Nassr FC,Saudi Arabia,Awad Al-Otabi,0.0,Attack,Najran SC,Saudi Arabia,in,Summer,2009
309,Al-Nassr FC,Saudi Arabia,Rayan Belal,20.0,Centre-Forward,Ohod Club,Saudi Arabia,in,Summer,2009
310,Al-Nassr FC,Saudi Arabia,Mohammed Al-Shahrani,28.0,Centre-Forward,Al-Ettifaq,Saudi Arabia,in,Summer,2009
311,Al-Nassr FC,Saudi Arabia,Ahmad Al-Dokhi,32.0,Right-Back,Qatar SC,Qatar,in,Summer,2009
312,Al-Nassr FC,Saudi Arabia,Shaye Sharahili,19.0,Defensive Midfield,Al-Nassr FC U23,Saudi Arabia,in,Summer,2009
313,Al-Nassr FC,Saudi Arabia,Mohammed Al-Gizani,19.0,Right-Back,Al-Hilal,Saudi Arabia,in,Summer,2009
314,Al-Nassr FC,Saudi Arabia,Abdulaziz Hosawi,18.0,Midfield,Al-Nassr FC U23,Saudi Arabia,in,Summer,2009
315,Al-Nassr FC,Saudi Arabia,Élton,23.0,Attacking Midfield,Fortaleza,Brazil,out,Summer,2009
316,Al-Nassr FC,Saudi Arabia,Ahmad Al-Hderme,20.0,Attack,Al-Fateh,Saudi Arabia,out,Summer,2009
317,Al-Nassr FC,Saudi Arabia,Mohammed Al-Shahrani,27.0,Centre-Forward,Al-Ettifaq,Saudi Arabia,out,Summer,2009
318,Al-Nassr FC,Saudi Arabia,Mohamad Sharifi,30.0,Goalkeeper,Al-Fateh,Saudi Arabia,out,Summer,2009
319,Al-Nassr FC,Saudi Arabia,Abdullah Al-Waked,33.0,Central Midfield,Retired,Retired,out,Summer,2009
320,Al-Nassr FC,Saudi Arabia,Chun-soo Lee,28.0,Second Striker,Free Agent,Free Agent,out,Summer,2009
321,Al-Nassr FC,Saudi Arabia,Mehdi Shiri,31.0,Central Midfield,Bargh Shiraz FC,Iran,out,Summer,2009
322,Al-Ahli SFC,Saudi Arabia,Javier Toledo,23.0,Centre-Forward,Chacarita Jrs.,Argentina,in,Summer,2009
323,Al-Ahli SFC,Saudi Arabia,Sebastián Rusculleda,24.0,Left Midfield,Tigre,Argentina,in,Summer,2009
324,Al-Ahli SFC,Saudi Arabia,Ali Al-Sagour,20.0,Centre-Back,Najran SC,Saudi Arabia,in,Summer,2009
325,Al-Ahli SFC,Saudi Arabia,Ahmed Kano,24.0,Central Midfield,Al-Sailiya SC,Qatar,in,Summer,2009
326,Al-Ahli SFC,Saudi Arabia,Faisal Maodah,18.0,Left-Back,Al-Ahli SFC U23,Saudi Arabia,in,Summer,2009
327,Al-Ahli SFC,Saudi Arabia,Rabi Al-Mousa,24.0,Right-Back,Al-Taawoun,Saudi Arabia,in,Summer,2009
328,Al-Ahli SFC,Saudi Arabia,Rabi Al-Mousa,24.0,Right-Back,Al-Faisaly FC,Saudi Arabia,out,Summer,2009
329,Al-Ahli SFC,Saudi Arabia,Ibrahima Gueyé,31.0,Centre-Back,KSC Lokeren,Belgium,out,Summer,2009
330,Al-Ahli SFC,Saudi Arabia,Turki Al-Thagafi,30.0,Attacking Midfield,Najran SC,Saudi Arabia,out,Summer,2009
331,Al-Ahli SFC,Saudi Arabia,Abdo Al-Basisi,31.0,Goalkeeper,Al-Ansar,Lebanon,out,Summer,2009
332,Al-Ahli SFC,Saudi Arabia,Hussain Al-Absi,21.0,Attack,,,out,Summer,2009
333,Al-Ahli SFC,Saudi Arabia,Hassan Al Yamahi,24.0,Defence,Retired,Retired,out,Summer,2009
334,Al-Ahli SFC,Saudi Arabia,Walid Soliman,24.0,Right Winger,Petrojet,England,out,Summer,2009
335,Al-Ahli SFC,Saudi Arabia,Youcef Saïbi,26.0,Centre-Forward,USM El Harrach,Algeria,out,Summer,2009
336,Al-Ahli SFC,Saudi Arabia,Baha'a Abdulrahman,22.0,Defensive Midfield,Al-Faisaly SC,Saudi Arabia,out,Summer,2009
337,Al-Wehda FC,Saudi Arabia,Rafik Abdessamad,27.0,Left Midfield,Wydad AC,Morocco,in,Summer,2009
338,Al-Wehda FC,Saudi Arabia,Abdulaziz Al-Khathran,35.0,Defensive Midfield,Al-Hilal,Saudi Arabia,in,Summer,2009
339,Al-Wehda FC,Saudi Arabia,Marzouq Al-Otaibi,33.0,Centre-Forward,Ittihad Club,Saudi Arabia,in,Summer,2009
340,Al-Wehda FC,Saudi Arabia,Felipe,29.0,Attacking Midfield,Al-Raed,Saudi Arabia,in,Summer,2009
341,Al-Wehda FC,Saudi Arabia,Ibrahim Al-Zubaidi,20.0,Left-Back,Al-Wehda FC U23,Saudi Arabia,in,Summer,2009
342,Al-Wehda FC,Saudi Arabia,Essa Al-Mehyani,26.0,Centre-Forward,Al-Hilal,Saudi Arabia,out,Summer,2009
343,Al-Wehda FC,Saudi Arabia,Mejdi Traoui,25.0,Central Midfield,RB Salzburg,France,out,Summer,2009
344,Al-Wehda FC,Saudi Arabia,Amir Akrout,26.0,Centre-Forward,Stade Tunisien,Tunisia,out,Summer,2009
345,Al-Shabab FC,Saudi Arabia,Flávio,29.0,Centre-Forward,El Ahly,Egypt,in,Summer,2009
346,Al-Shabab FC,Saudi Arabia,Adam Griffiths,29.0,Centre-Back,Gold Coast Utd.,Australia,in,Summer,2009
347,Al-Shabab FC,Saudi Arabia,Husain Ali Baba,27.0,Centre-Back,Al-Salmiya SC,Qatar,in,Summer,2009
348,Al-Shabab FC,Saudi Arabia,Tareq Al Tayeb,32.0,Attacking Midfield,Al-Hilal,Saudi Arabia,in,Summer,2009
349,Al-Shabab FC,Saudi Arabia,Nawaf Al-Shuweir,17.0,Central Midfield,Al-Fayha,Saudi Arabia,in,Summer,2009
350,Al-Shabab FC,Saudi Arabia,Youssef Al-Salem,24.0,Centre-Forward,Al-Ettifaq,Saudi Arabia,out,Summer,2009
351,Al-Shabab FC,Saudi Arabia,Talal Al-Bloushi,23.0,Defensive Midfield,Al-Sadd SC,Qatar,out,Summer,2009
352,Al-Shabab FC,Saudi Arabia,Flávio,30.0,Centre-Forward,Al-Kharaitiyat,Qatar,out,Summer,2009
353,Al-Shabab FC,Saudi Arabia,Ahmad Al-Azemi,25.0,Centre-Forward,Qadsia SC,France,out,Summer,2009
354,Al-Hazem SC,Saudi Arabia,Hamad Al-Eissa,27.0,Centre-Back,Ittihad Club,Saudi Arabia,in,Summer,2009
355,Al-Hazem SC,Saudi Arabia,Mohammad Ameen,29.0,Midfield,Ittihad Club,Saudi Arabia,in,Summer,2009
356,Al-Hazem SC,Saudi Arabia,Mohamad Roubize,23.0,Central Midfield,Al-Ettifaq,Saudi Arabia,in,Summer,2009
357,Al-Hazem SC,Saudi Arabia,Bashar Bani Yaseen,32.0,Defence,Al-Jazeera Club,United Arab Emirates,in,Summer,2009
358,Al-Hazem SC,Saudi Arabia,Zain Al-Abdeen,21.0,Midfield,,,out,Summer,2009
359,Al-Hazem SC,Saudi Arabia,Karim Eddafi,26.0,Left Midfield,Al-Merrikh SC,Qatar,out,Summer,2009
360,Al-Hazem SC,Saudi Arabia,Kodjo Afanou,31.0,Centre-Back,Retired,Retired,out,Summer,2009
361,Ittihad Club,Saudi Arabia,Amine Chermiti,21.0,Centre-Forward,Hertha BSC,Germany,in,Summer,2009
362,Ittihad Club,Saudi Arabia,Rashed Al Rahab,25.0,Right-Back,Al-Ettifaq,Saudi Arabia,in,Summer,2009
363,Ittihad Club,Saudi Arabia,Ali Al-Zubaidi,22.0,Defensive Midfield,Ittihad C. U23,Saudi Arabia,in,Summer,2009
364,Ittihad Club,Saudi Arabia,Renato Cajá,24.0,Attacking Midfield,Grêmio,Brazil,out,Summer,2009
365,Ittihad Club,Saudi Arabia,Naif Al-Balawi,23.0,Centre-Forward,Al-Ansar,Lebanon,out,Summer,2009
366,Ittihad Club,Saudi Arabia,Mohamad Labib,22.0,Centre-Forward,Al-Qadsiah FC,Saudi Arabia,out,Summer,2009
367,Ittihad Club,Saudi Arabia,Hamad Al-Eissa,27.0,Centre-Back,Al-Hazem,Saudi Arabia,out,Summer,2009
368,Ittihad Club,Saudi Arabia,Mohammad Ameen,29.0,Midfield,Al-Hazem,Saudi Arabia,out,Summer,2009
369,Ittihad Club,Saudi Arabia,Marzouq Al-Otaibi,33.0,Centre-Forward,Al-Wehda,Saudi Arabia,out,Summer,2009
370,Ittihad Club,Saudi Arabia,Abdullah Haidar,24.0,Defensive Midfield,Al-Raed,Saudi Arabia,out,Summer,2009
371,Ittihad Club,Saudi Arabia,Mazin Ahmed Al-Huthayfi,24.0,Left Winger,Hampton & Rich.,England,out,Summer,2009
372,Ittihad Club,Saudi Arabia,Ibrahim Suwayed,34.0,Right Midfield,Retired,Retired,out,Summer,2009
373,Al-Ettifaq FC,Saudi Arabia,Youssef Al-Salem,24.0,Centre-Forward,Al-Shabab,Saudi Arabia,in,Summer,2009
374,Al-Ettifaq FC,Saudi Arabia,Mohammed Al-Shahrani,27.0,Centre-Forward,Al-Nassr,Saudi Arabia,in,Summer,2009
375,Al-Ettifaq FC,Saudi Arabia,Khalifa Ayil Al-Naufli,25.0,Centre-Back,Al-Sadd SC,Qatar,in,Summer,2009
376,Al-Ettifaq FC,Saudi Arabia,Youness Mankari,27.0,Defensive Midfield,Wydad AC,Morocco,in,Summer,2009
377,Al-Ettifaq FC,Saudi Arabia,José Luis Garcés,28.0,Centre-Forward,Coimbra,Portugal,in,Summer,2009
378,Al-Ettifaq FC,Saudi Arabia,Yahya Al-Shehri,19.0,Attacking Midfield,Al-Ettifaq U23,Saudi Arabia,in,Summer,2009
379,Al-Ettifaq FC,Saudi Arabia,Prince Tagoe,22.0,Centre-Forward,TSG Hoffenheim,Germany,out,Summer,2009
380,Al-Ettifaq FC,Saudi Arabia,Mohamad Roubize,23.0,Central Midfield,Al-Hazem,Saudi Arabia,out,Summer,2009
381,Al-Ettifaq FC,Saudi Arabia,Abdullah Al-Dawsari,19.0,Right-Back,Al-Hilal,Saudi Arabia,out,Summer,2009
382,Al-Ettifaq FC,Saudi Arabia,Mohammed Al-Shahrani,28.0,Centre-Forward,Al-Nassr,Saudi Arabia,out,Summer,2009
383,Al-Ettifaq FC,Saudi Arabia,Rashed Al Rahab,25.0,Right-Back,Ittihad Club,Saudi Arabia,out,Summer,2009
384,Al-Ettifaq FC,Saudi Arabia,Mohanad Al Ibrahim,23.0,Attack,Al-Karamah SC,Qatar,out,Summer,2009
385,Al-Ettifaq FC,Saudi Arabia,Sultan Al-Bargan,26.0,Defensive Midfield,Al-Hilal,Saudi Arabia,out,Summer,2009
386,Al-Ettifaq FC,Saudi Arabia,Paulo Sérgio,27.0,Defensive Midfield,Coimbra,Portugal,out,Summer,2009
387,Al-Ettifaq FC,Saudi Arabia,Yaqoub Al-Taher,25.0,Right-Back,Kuwait SC,Brazil,out,Summer,2009
388,Al-Fateh SC,Saudi Arabia,Naim Berrabet,31.0,Attacking Midfield,Stade Tunisien,Tunisia,in,Summer,2009
389,Al-Fateh SC,Saudi Arabia,Ahmad Al-Hderme,20.0,Attack,Al-Nassr,Saudi Arabia,in,Summer,2009
390,Al-Fateh SC,Saudi Arabia,Ramzy Ben Younes,31.0,Centre-Back,Olympique Beja,Tunisia,in,Summer,2009
391,Al-Fateh SC,Saudi Arabia,Mohamad Sharifi,30.0,Goalkeeper,Al-Nassr,Saudi Arabia,in,Summer,2009
392,Al-Fateh SC,Saudi Arabia,Ahmad Al-Ajmi,0.0,Defence,Najran SC,Saudi Arabia,out,Summer,2009
393,Al-Hilal SFC,Saudi Arabia,Shafi Al-Dossari,20.0,Left-Back,Al-Hilal U23,Saudi Arabia,in,Winter,2009
394,Al-Hilal SFC,Saudi Arabia,Sultan Al-Bargan,26.0,Defensive Midfield,Al-Ettifaq,Saudi Arabia,out,Winter,2009
395,Al-Hilal SFC,Saudi Arabia,Salman Al-Muwashar,21.0,Left Winger,Al-Qadsiah FC,Saudi Arabia,out,Winter,2009
396,Al-Ettifaq FC,Saudi Arabia,Jeremiah White,27.0,Right Midfield,Aarhus GF,Spain,in,Winter,2009
397,Al-Ettifaq FC,Saudi Arabia,Dorel Stoica,31.0,Defensive Midfield,U. Craiova,Poland,in,Winter,2009
398,Al-Ettifaq FC,Saudi Arabia,Cristian Danalache,27.0,Centre-Forward,Unirea Urziceni,Romania,in,Winter,2009
399,Al-Ettifaq FC,Saudi Arabia,Sultan Al-Bargan,26.0,Defensive Midfield,Al-Hilal,Saudi Arabia,in,Winter,2009
400,Al-Ettifaq FC,Saudi Arabia,Youness Mankari,26.0,Defensive Midfield,Al-Kharaitiyat,Qatar,out,Winter,2009
401,Ittihad Club,Saudi Arabia,Abdelmalek Ziaya,25.0,Centre-Forward,ES Sétif,Algeria,in,Winter,2009
402,Ittihad Club,Saudi Arabia,Adnan Falatah,26.0,Left-Back,Al-Wehda,Saudi Arabia,out,Winter,2009
403,Ittihad Club,Saudi Arabia,Mazin Ahmed Al-Huthayfi,24.0,Left Winger,Staines Town FC,England,out,Winter,2009
404,Ittihad Club,Saudi Arabia,Luciano Leguizamón,27.0,Centre-Forward,Arsenal Sarandí,Argentina,out,Winter,2009
405,Al-Hazem SC,Saudi Arabia,Raed Al-Amri,19.0,Left-Back,Al-Raed,Saudi Arabia,in,Winter,2009
406,Al-Hazem SC,Saudi Arabia,Waleed Al-Gizani,28.0,Centre-Forward,Al-Shabab,Saudi Arabia,out,Winter,2009
407,Al-Hazem SC,Saudi Arabia,Raed Al-Amri,21.0,Left-Back,Al-Raed,Saudi Arabia,out,Winter,2009
408,Al-Shabab FC,Saudi Arabia,Waleed Al-Gizani,28.0,Centre-Forward,Al-Hazem,Saudi Arabia,in,Winter,2009
409,Al-Shabab FC,Saudi Arabia,João Tomás,34.0,Centre-Forward,Rio Ave,Portugal,in,Winter,2009
410,Al-Shabab FC,Saudi Arabia,Adam Griffiths,30.0,Centre-Back,Adelaide United,Australia,out,Winter,2009
411,Al-Shabab FC,Saudi Arabia,Sultan Al-Muraished,21.0,Second Striker,Al-Mojzel,Saudi Arabia,out,Winter,2009
412,Al-Wehda FC,Saudi Arabia,Adnan Falatah,26.0,Left-Back,Ittihad Club,Saudi Arabia,in,Winter,2009
413,Al-Wehda FC,Saudi Arabia,Abdelkarim Benhania,25.0,Centre-Forward,MAS Fes,Morocco,in,Winter,2009
414,Al-Wehda FC,Saudi Arabia,Raja Rafe,26.0,Centre-Forward,Al-Majd,Saudi Arabia,out,Winter,2009
415,Al-Ahli SFC,Saudi Arabia,Marcinho,28.0,Attacking Midfield,Atlético-PR,Brazil,in,Winter,2009
416,Al-Ahli SFC,Saudi Arabia,Saïf Ghezal,28.0,Centre-Back,BSC Young Boys,Switzerland,in,Winter,2009
417,Al-Ahli SFC,Saudi Arabia,Youssef Al-Moina,27.0,Midfield,Al-Nassr,Saudi Arabia,in,Winter,2009
418,Al-Ahli SFC,Saudi Arabia,Victor Simões,28.0,Centre-Forward,Tombense,Brazil,in,Winter,2009
419,Al-Ahli SFC,Saudi Arabia,Mohamed Eid Al-Bishi,22.0,Centre-Back,Al-Nassr,Saudi Arabia,out,Winter,2009
420,Al-Ahli SFC,Saudi Arabia,Sebastián Rusculleda,24.0,Left Midfield,San Lorenzo,Argentina,out,Winter,2009
421,Al-Ahli SFC,Saudi Arabia,Javier Toledo,23.0,Centre-Forward,Atlético-PR,Brazil,out,Winter,2009
422,Al-Ahli SFC,Saudi Arabia,Josimar Mosquera,27.0,Centre-Back,Arsenal Sarandí,Argentina,out,Winter,2009
