club_name,country,player_name,age,position,club_involved_name,club_involved_country,transfer_movement,transfer_period,year,id
Al-Raed SFC,Saudi Arabia,Mohammed Al-Amri,24.0,Right-Back,Ittihad Club,Saudi Arabia,out,Summer,2016,3662
Al-Raed SFC,Saudi Arabia,Sultan Al-Sawadi,23.0,Right Midfield,Al-Ahli SFC,Saudi Arabia,out,Summer,2016,3663
Al-Raed SFC,Saudi Arabia,Nader Al-Mowalad,23.0,Defensive Midfield,Al-Shabab,Saudi Arabia,out,Summer,2016,3664
Al-Raed SFC,Saudi Arabia,Hamad Al-Hamad,28.0,Right Midfield,Al-Hilal,Saudi Arabia,out,Summer,2016,3665
Al-Raed SFC,Saudi Arabia,Abdullah Al-Shamekh,23.0,Left-Back,Al-Hilal,Saudi Arabia,out,Summer,2016,3666
Al-Raed SFC,Saudi Arabia,Youness Elewi Al-Enezi,26.0,Centre-Forward,Al-Hilal,Saudi Arabia,out,Summer,2016,3667
Al-Qadsiah FC,Saudi Arabia,Ahmed Karenshi,27.0,Left Midfield,Hajer,Saudi Arabia,in,Summer,2016,3668
Al-Qadsiah FC,Saudi Arabia,Fahad Al-Johani,24.0,Centre-Forward,Al-Raed,Saudi Arabia,in,Summer,2016,3669
Al-Qadsiah FC,Saudi Arabia,Saad Al-Saleh,24.0,Goalkeeper,Al-Raed,Saudi Arabia,in,Summer,2016,3670
Al-Qadsiah FC,Saudi Arabia,Bismark,22.0,Attacking Midfield,Santa Rita,El Salvador,in,Summer,2016,3671
Al-Qadsiah FC,Saudi Arabia,Tiago Bezerra,29.0,Centre-Forward,Adana Demirspor,Turkey,in,Summer,2016,3672
Al-Qadsiah FC,Saudi Arabia,Ahmed Al-Nazeri,23.0,Centre-Forward,Ittihad Club,Saudi Arabia,in,Summer,2016,3673
Al-Qadsiah FC,Saudi Arabia,Patrick Friday Eze,23.0,Centre-Forward,Fujairah SC,United Arab Emirates,in,Summer,2016,3674
Al-Qadsiah FC,Saudi Arabia,Talal Al-Shmaly,26.0,Right Midfield,Al-Nahdah FC,Saudi Arabia,in,Summer,2016,3675
Al-Qadsiah FC,Saudi Arabia,Jhon Cley,23.0,Attacking Midfield,Goiás,Brazil,in,Summer,2016,3676
Al-Qadsiah FC,Saudi Arabia,Ahmed Al-Malkey,25.0,Defensive Midfield,Al-Fayha,Saudi Arabia,in,Summer,2016,3677
Al-Qadsiah FC,Saudi Arabia,Saleh Al-Omrani,22.0,Defence,Al-Raed,Saudi Arabia,in,Summer,2016,3678
Al-Qadsiah FC,Saudi Arabia,Gilberto Macena,32.0,Right Winger,Bangkok Utd.,Thailand,out,Summer,2016,3679
Al-Qadsiah FC,Saudi Arabia,Abdulaziz Al-Mitear,23.0,Centre-Forward,Al-Hazem,Saudi Arabia,out,Summer,2016,3680
Al-Qadsiah FC,Saudi Arabia,Jandson,29.0,Centre-Forward,Khaleej,Saudi Arabia,out,Summer,2016,3681
Al-Qadsiah FC,Saudi Arabia,Naif Al-Balawi,30.0,Centre-Forward,Najran SC,Saudi Arabia,out,Summer,2016,3682
Al-Qadsiah FC,Saudi Arabia,Talal Al-Shmaly,26.0,Right Midfield,Al-Tai,Saudi Arabia,out,Summer,2016,3683
Al-Qadsiah FC,Saudi Arabia,Dawood Al-Saeed,25.0,Goalkeeper,Al-Nahdah FC,Saudi Arabia,out,Summer,2016,3684
Al-Qadsiah FC,Saudi Arabia,Majed Al-Najrani,23.0,Defensive Midfield,Al-Hilal,Saudi Arabia,out,Summer,2016,3685
Al-Qadsiah FC,Saudi Arabia,Salim Hamdan,24.0,Left-Back,Al-Hazem,Saudi Arabia,out,Summer,2016,3686
Al-Qadsiah FC,Saudi Arabia,Fawaz Al-Mqati,29.0,Left Midfield,Free Agent,Free Agent,out,Summer,2016,3687
Al-Qadsiah FC,Saudi Arabia,Vitor Junior,29.0,Attacking Midfield,Free Agent,Free Agent,out,Summer,2016,3688
Al-Faisaly FC,Saudi Arabia,Gonzalo Cabrera,27.0,Left Winger,FC Botosani,Romania,in,Summer,2016,3689
Al-Faisaly FC,Saudi Arabia,Mohammed Majrashi,25.0,Second Striker,Al-Ahli SFC,Saudi Arabia,in,Summer,2016,3690
Al-Faisaly FC,Saudi Arabia,Abdulah Al-Mutairi,30.0,Central Midfield,Al-Ahli SFC,Saudi Arabia,in,Summer,2016,3691
Al-Faisaly FC,Saudi Arabia,Sultan Al-Beshi,26.0,Right-Back,Al-Hilal,Saudi Arabia,in,Summer,2016,3692
Al-Faisaly FC,Saudi Arabia,Alemão,29.0,Centre-Back,Santa Cruz,Brazil,in,Summer,2016,3693
Al-Faisaly FC,Saudi Arabia,Ahmad Abbas,30.0,Defensive Midfield,Najran SC,Saudi Arabia,in,Summer,2016,3694
Al-Faisaly FC,Saudi Arabia,Everaldo,24.0,Centre-Forward,Santa Cruz,Brazil,in,Summer,2016,3695
Al-Faisaly FC,Saudi Arabia,Mustafa Malayekah,30.0,Goalkeeper,Hajer,Saudi Arabia,in,Summer,2016,3696
Al-Faisaly FC,Saudi Arabia,Sami Kassar,26.0,Left-Back,Al-Najma SC,Bahrain,in,Summer,2016,3697
Al-Faisaly FC,Saudi Arabia,Khaled Al-Zylaeei,29.0,Right Winger,Khaleej,Saudi Arabia,in,Summer,2016,3698
Al-Faisaly FC,Saudi Arabia,Nader Al-Mowalad,23.0,Defensive Midfield,Al-Shabab,Saudi Arabia,in,Summer,2016,3699
Al-Faisaly FC,Saudi Arabia,Luisinho,25.0,Left Winger,EC Bahia,France,in,Summer,2016,3700
Al-Faisaly FC,Saudi Arabia,Omar Al-Suhaimi,23.0,Central Midfield,Al-Faisaly U23,Saudi Arabia,in,Summer,2016,3701
Al-Faisaly FC,Saudi Arabia,Sabah Al-Enazi,28.0,Defensive Midfield,Al-Fayha,Saudi Arabia,out,Summer,2016,3702
Al-Faisaly FC,Saudi Arabia,Sadat Ouro-Akoriko,28.0,Centre-Back,Khaleej,Saudi Arabia,out,Summer,2016,3703
Al-Faisaly FC,Saudi Arabia,Mansour Al-Najei,38.0,Goalkeeper,Al-Batin,Saudi Arabia,out,Summer,2016,3704
Al-Faisaly FC,Saudi Arabia,Abdullah Dawsh,28.0,Centre-Back,Shoalah,Azerbaijan,out,Summer,2016,3705
Al-Faisaly FC,Saudi Arabia,Sami Bashir,27.0,Centre-Back,Najran SC,Saudi Arabia,out,Summer,2016,3706
Al-Faisaly FC,Saudi Arabia,Abdullah Al-Fahad,22.0,Centre-Back,Al-Shabab,Saudi Arabia,out,Summer,2016,3707
Al-Faisaly FC,Saudi Arabia,Ifeanyi Onyilo,25.0,Centre-Forward,Aris Limassol,Cyprus,out,Summer,2016,3708
Al-Faisaly FC,Saudi Arabia,Murad Al-Sudany,26.0,Right Midfield,Free Agent,Free Agent,out,Summer,2016,3709
Al-Faisaly FC,Saudi Arabia,Hadi Yahya,26.0,Centre-Back,Free Agent,Free Agent,out,Summer,2016,3710
Al-Faisaly FC,Saudi Arabia,Javier Balboa,31.0,Right Winger,Free Agent,Free Agent,out,Summer,2016,3711
Al-Faisaly FC,Saudi Arabia,Adriano Pardal,29.0,Centre-Forward,Free Agent,Free Agent,out,Summer,2016,3712
Al-Faisaly FC,Saudi Arabia,Zead Al-Mutari,22.0,Right Midfield,Free Agent,Free Agent,out,Summer,2016,3713
Al-Faisaly FC,Saudi Arabia,Meshal Al-Enazi,29.0,Left Midfield,Al-Raed,Saudi Arabia,out,Summer,2016,3714
Al-Faisaly FC,Saudi Arabia,Hamad Al-Jayzani,23.0,Left-Back,Al-Shabab,Saudi Arabia,out,Summer,2016,3715
Al-Faisaly FC,Saudi Arabia,Abel Camará,26.0,Centre-Forward,Belenenses,Portugal,out,Summer,2016,3716
Al-Faisaly FC,Saudi Arabia,Abdullah Al-Mohammed,25.0,Defensive Midfield,Al-Ahli SFC,Saudi Arabia,out,Summer,2016,3717
Al-Batin FC,Saudi Arabia,Mashari Gdia'a Al-Anazi,26.0,Centre-Forward,Al-Orobah FC,Saudi Arabia,in,Summer,2016,3718
Al-Batin FC,Saudi Arabia,Nino,31.0,Centre-Back,Al-Jahra SC,Qatar,in,Summer,2016,3719
Al-Batin FC,Saudi Arabia,Mansour Al-Najei,38.0,Goalkeeper,Al-Faisaly FC,Saudi Arabia,in,Summer,2016,3720
Al-Batin FC,Saudi Arabia,Jou Silva,29.0,Centre-Forward,Hibernians FC,Malta,in,Summer,2016,3721
Al-Batin FC,Saudi Arabia,Lassana Fané,28.0,Defensive Midfield,O. Khouribga,Morocco,in,Summer,2016,3722
Al-Batin FC,Saudi Arabia,Ahmed Hamoudi,26.0,Right Winger,FC Basel,Switzerland,in,Summer,2016,3723
Al-Batin FC,Saudi Arabia,William Alves,29.0,Centre-Back,Vitória Setúbal,Portugal,in,Summer,2016,3724
Al-Batin FC,Saudi Arabia,Ahmed Al-Shamrani,22.0,Centre-Back,Ittihad C. U23,Saudi Arabia,in,Summer,2016,3725
Al-Batin FC,Saudi Arabia,Hassan Sharaheli,23.0,Centre-Forward,Damac FC,Saudi Arabia,out,Summer,2016,3726
Al-Batin FC,Saudi Arabia,Albaye Papa Diop,31.0,Defensive Midfield,Free Agent,Free Agent,out,Summer,2016,3727
Al-Batin FC,Saudi Arabia,Nino,31.0,Centre-Back,Free Agent,Free Agent,out,Summer,2016,3728
Al-Batin FC,Saudi Arabia,Mazan Al-Mbarck,0.0,Left-Back,Free Agent,Free Agent,out,Summer,2016,3729
Al-Batin FC,Saudi Arabia,Mansour Nayef,0.0,Midfield,Free Agent,Free Agent,out,Summer,2016,3730
Al-Ahli SFC,Saudi Arabia,Saad Abdul Ameer,24.0,Defensive Midfield,Al-Qadsiah FC,Saudi Arabia,in,Winter,2016,3731
Al-Ahli SFC,Saudi Arabia,Saeed Al-Mowalad,25.0,Right-Back,Al-Raed,Saudi Arabia,in,Winter,2016,3732
Al-Ahli SFC,Saudi Arabia,Luíz Carlos,31.0,Central Midfield,Osmanlispor,Turkey,out,Winter,2016,3733
Al-Wehda FC,Saudi Arabia,Torric Jebrin,25.0,Attacking Midfield,Ismaily,Egypt,in,Winter,2016,3734
Al-Wehda FC,Saudi Arabia,Sherif Hazem,27.0,Centre-Back,Ismaily,Egypt,in,Winter,2016,3735
Al-Wehda FC,Saudi Arabia,Issam Al-Qarni,21.0,Central Midfield,Al-Nassr,Saudi Arabia,in,Winter,2016,3736
Al-Wehda FC,Saudi Arabia,Ahmed Magdy,27.0,Attacking Midfield,Entag El Harby,Egypt,in,Winter,2016,3737
Al-Wehda FC,Saudi Arabia,Ryan Al-Buqami,24.0,Attacking Midfield,Wej SC,Brazil,out,Winter,2016,3738
Al-Wehda FC,Saudi Arabia,Emad Al-Dossary,31.0,Goalkeeper,Al-Tai,Saudi Arabia,out,Winter,2016,3739
Al-Wehda FC,Saudi Arabia,Abdulrahman Al-Saeed,25.0,Centre-Back,Al-Hazem,Saudi Arabia,out,Winter,2016,3740
Al-Wehda FC,Saudi Arabia,Felipe Adão,30.0,Centre-Forward,Free Agent,Free Agent,out,Winter,2016,3741
Al-Wehda FC,Saudi Arabia,Eudes Dagoulou,26.0,Attacking Midfield,Free Agent,Free Agent,out,Winter,2016,3742
Al-Wehda FC,Saudi Arabia,Jihad Al-Baour,29.0,Centre-Back,Free Agent,Free Agent,out,Winter,2016,3743
Al-Fateh SC,Saudi Arabia,Hamad Al-Hamad,29.0,Right Midfield,Free Agent,Free Agent,in,Winter,2016,3744
Al-Fateh SC,Saudi Arabia,Turki Al-Gaflan,25.0,Right-Back,Ittihad Club,Saudi Arabia,in,Winter,2016,3745
Al-Fateh SC,Saudi Arabia,Sandro Manoel,28.0,Defensive Midfield,Al-Taawoun,Saudi Arabia,in,Winter,2016,3746
Al-Fateh SC,Saudi Arabia,Ali Al-Zaqan,25.0,Right-Back,Al-Ettifaq,Saudi Arabia,in,Winter,2016,3747
Al-Fateh SC,Saudi Arabia,Abdelkader Oueslati,25.0,Right Midfield,Club Africain,Tunisia,in,Winter,2016,3748
Al-Fateh SC,Saudi Arabia,Sayyaf Al-Bishi,36.0,Centre-Back,Free Agent,Free Agent,in,Winter,2016,3749
Al-Fateh SC,Saudi Arabia,Lamjed Chehoudi,30.0,Second Striker,Free Agent,Free Agent,in,Winter,2016,3750
Al-Fateh SC,Saudi Arabia,Saleh Al-Nashmi,21.0,Right-Back,Al-Fateh U23,Saudi Arabia,in,Winter,2016,3751
Al-Fateh SC,Saudi Arabia,Mohammed Abusabaan,27.0,Defensive Midfield,Al-Taawoun,Saudi Arabia,out,Winter,2016,3752
Al-Fateh SC,Saudi Arabia,Ali Al-Eid,19.0,Right Midfield,Al-Fateh U23,Saudi Arabia,out,Winter,2016,3753
Al-Fateh SC,Saudi Arabia,João Guilherme,30.0,Centre-Back,Free Agent,Free Agent,out,Winter,2016,3754
Al-Fateh SC,Saudi Arabia,Luís Leal,29.0,Centre-Forward,Cerro Porteño,Paraguay,out,Winter,2016,3755
Al-Hilal SFC,Saudi Arabia,Omar Khribin,23.0,Centre-Forward,Al-Dhafra FC,Saudi Arabia,in,Winter,2016,3756
Al-Hilal SFC,Saudi Arabia,Adel Al-Mawled,0.0,Defence,Al-Hilal U23,Saudi Arabia,in,Winter,2016,3757
Al-Hilal SFC,Saudi Arabia,Khalid Al-Kabi,24.0,Right Winger,Al-Shabab,Saudi Arabia,out,Winter,2016,3758
Al-Hilal SFC,Saudi Arabia,Fahd Ghazi,22.0,Left-Back,Al-Shabab,Saudi Arabia,out,Winter,2016,3759
Al-Hilal SFC,Saudi Arabia,Mohammed Al-Qarni,27.0,Defensive Midfield,Al-Shabab,Saudi Arabia,out,Winter,2016,3760
Al-Hilal SFC,Saudi Arabia,Khaled Shrahili,29.0,Goalkeeper,Al-Raed,Saudi Arabia,out,Winter,2016,3761
Al-Hilal SFC,Saudi Arabia,Nasser Al-Shamrani,33.0,Centre-Forward,Al-Ain FC,Saudi Arabia,out,Winter,2016,3762
Al-Hilal SFC,Saudi Arabia,Tiago Alves,24.0,Centre-Forward,Shimizu S-Pulse,Japan,out,Winter,2016,3763
Ittihad Club,Saudi Arabia,Rabea Al-Sofiani,29.0,Centre-Forward,Al-Nassr,Saudi Arabia,in,Winter,2016,3764
Ittihad Club,Saudi Arabia,Turki Al-Gaflan,25.0,Right-Back,Al-Fateh,Saudi Arabia,out,Winter,2016,3765
Ittihad Club,Saudi Arabia,Qusai Al-Khaibary,24.0,Defensive Midfield,Al-Qadsiah FC,Saudi Arabia,out,Winter,2016,3766
Khaleej FC,Saudi Arabia,Boubacar Fofana,27.0,Defensive Midfield,Al-Ettifaq,Saudi Arabia,in,Winter,2016,3767
Khaleej FC,Saudi Arabia,Ali Al-Shoula,28.0,Centre-Forward,Al-Faisaly FC,Saudi Arabia,in,Winter,2016,3768
Khaleej FC,Saudi Arabia,Mohammed Sawlah,23.0,Left Winger,Al-Ahli SFC,Saudi Arabia,in,Winter,2016,3769
Khaleej FC,Saudi Arabia,Ladislas Douniama,30.0,Second Striker,R. Strasbourg,France,in,Winter,2016,3770
Khaleej FC,Saudi Arabia,Ismail Diakite,25.0,Right Winger,AS Marsa,Tunisia,in,Winter,2016,3771
Khaleej FC,Saudi Arabia,Raed Al-Ghamdi,22.0,Centre-Forward,Al-Ahli SFC U23,Saudi Arabia,in,Winter,2016,3772
Khaleej FC,Saudi Arabia,Salman Hazazi,30.0,Right-Back,Free Agent,Free Agent,in,Winter,2016,3773
Khaleej FC,Saudi Arabia,Fahad Al Swailem,24.0,Right-Back,Shoalah,Azerbaijan,out,Winter,2016,3774
Khaleej FC,Saudi Arabia,Alexander López,24.0,Attacking Midfield,CD Olimpia,Bosnia and Herzegovina,out,Winter,2016,3775
Khaleej FC,Saudi Arabia,Mohammed Sawlah,23.0,Left Winger,Al-Ahli SFC,Saudi Arabia,out,Winter,2016,3776
Khaleej FC,Saudi Arabia,Ladislas Douniama,30.0,Second Striker,AS Lyon-Duchère,France,out,Winter,2016,3777
Khaleej FC,Saudi Arabia,Sadat Ouro-Akoriko,28.0,Centre-Back,Free Agent,Free Agent,out,Winter,2016,3778
Khaleej FC,Saudi Arabia,Khaled Al-Obod,26.0,Second Striker,Al-Ettifaq,Saudi Arabia,out,Winter,2016,3779
Al-Nassr FC,Saudi Arabia,Abdulrahman Al-Shammari,27.0,Right-Back,Al-Taawoun,Saudi Arabia,in,Winter,2016,3780
Al-Nassr FC,Saudi Arabia,Musab Al-Otaibi,24.0,Defensive Midfield,Al-Taawoun,Saudi Arabia,in,Winter,2016,3781
Al-Nassr FC,Saudi Arabia,Rabea Al-Sofiani,29.0,Centre-Forward,Ittihad Club,Saudi Arabia,out,Winter,2016,3782
Al-Nassr FC,Saudi Arabia,Issam Al-Qarni,21.0,Central Midfield,Al-Wehda,Saudi Arabia,out,Winter,2016,3783
Al-Nassr FC,Saudi Arabia,Abdulrahman Al-Shammari,27.0,Right-Back,Al-Raed,Saudi Arabia,out,Winter,2016,3784
Al-Nassr FC,Saudi Arabia,Musab Al-Otaibi,24.0,Defensive Midfield,Al-Faisaly FC,Saudi Arabia,out,Winter,2016,3785
Al-Shabab FC,Saudi Arabia,Khalid Al-Kabi,24.0,Right Winger,Al-Hilal,Saudi Arabia,in,Winter,2016,3786
Al-Shabab FC,Saudi Arabia,Fahd Ghazi,22.0,Left-Back,Al-Hilal,Saudi Arabia,in,Winter,2016,3787
Al-Shabab FC,Saudi Arabia,Mohammed Al-Qarni,27.0,Defensive Midfield,Al-Hilal,Saudi Arabia,in,Winter,2016,3788
Al-Shabab FC,Saudi Arabia,Abdulilah Al-Shaheen,23.0,Midfield,Al-Shabab U23,Saudi Arabia,in,Winter,2016,3789
Al-Shabab FC,Saudi Arabia,Sari Amro,27.0,Left-Back,Al-Taawoun,Saudi Arabia,in,Winter,2016,3790
Al-Shabab FC,Saudi Arabia,Abdulrahman Al-Khaibary,28.0,Defensive Midfield,Al-Qadsiah FC,Saudi Arabia,out,Winter,2016,3791
Al-Shabab FC,Saudi Arabia,Bader Al-Sulaiteen,26.0,Central Midfield,Al-Raed,Saudi Arabia,out,Winter,2016,3792
Al-Shabab FC,Saudi Arabia,Heberty,28.0,Second Striker,Muangthong Utd.,Thailand,out,Winter,2016,3793
Al-Shabab FC,Saudi Arabia,Jamaan Al-Dossari,23.0,Centre-Back,Al-Faisaly FC,Saudi Arabia,out,Winter,2016,3794
Al-Taawoun FC,Saudi Arabia,Lucian Sanmartean,36.0,Central Midfield,Pandurii,Romania,in,Winter,2016,3795
Al-Taawoun FC,Saudi Arabia,Abdulmajid Al-Sawat,21.0,Attacking Midfield,Al-Hilal U23,Saudi Arabia,in,Winter,2016,3796
Al-Taawoun FC,Saudi Arabia,Alassane N'Diaye,25.0,Right Midfield,Stade Lavallois,France,in,Winter,2016,3797
Al-Taawoun FC,Saudi Arabia,Mohammed Al-Saiari,23.0,Centre-Forward,Al-Ettifaq,Saudi Arabia,in,Winter,2016,3798
Al-Taawoun FC,Saudi Arabia,Mohammed Abusabaan,27.0,Defensive Midfield,Al-Fateh,Saudi Arabia,in,Winter,2016,3799
Al-Taawoun FC,Saudi Arabia,Abdullah Al-Salman,22.0,Right Midfield,Al-Nahdah FC,Saudi Arabia,out,Winter,2016,3800
Al-Taawoun FC,Saudi Arabia,Sandro Manoel,28.0,Defensive Midfield,Al-Fateh,Saudi Arabia,out,Winter,2016,3801
Al-Taawoun FC,Saudi Arabia,Mounir El Hamdaoui,32.0,Centre-Forward,Free Agent,Free Agent,out,Winter,2016,3802
Al-Taawoun FC,Saudi Arabia,Abdulrahman Al-Shammari,27.0,Right-Back,Al-Nassr,Saudi Arabia,out,Winter,2016,3803
Al-Taawoun FC,Saudi Arabia,Musab Al-Otaibi,24.0,Defensive Midfield,Al-Nassr,Saudi Arabia,out,Winter,2016,3804
Al-Taawoun FC,Saudi Arabia,Sari Amro,27.0,Left-Back,Al-Shabab,Saudi Arabia,out,Winter,2016,3805
Al-Ettifaq FC,Saudi Arabia,Juanmi Callejón,29.0,Left Winger,Bolívar,Bolivia,in,Winter,2016,3806
Al-Ettifaq FC,Saudi Arabia,Osama Al-Khalaf,20.0,Right-Back,Hajer,Saudi Arabia,in,Winter,2016,3807
Al-Ettifaq FC,Saudi Arabia,Yasmani Duk,28.0,Centre-Forward,Club Sport Boys Warnes,Bolivia,in,Winter,2016,3808
Al-Ettifaq FC,Saudi Arabia,Michael Eneramo,31.0,Centre-Forward,Free Agent,Free Agent,in,Winter,2016,3809
Al-Ettifaq FC,Saudi Arabia,Abdulaziz Al-Wasli,20.0,Defence,Al-Ettifaq U23,Saudi Arabia,in,Winter,2016,3810
Al-Ettifaq FC,Saudi Arabia,Khaled Al-Obod,26.0,Second Striker,Khaleej,Saudi Arabia,in,Winter,2016,3811
Al-Ettifaq FC,Saudi Arabia,Abdulrahman Al-Oboud,21.0,Right Winger,Al-Orobah FC,Saudi Arabia,in,Winter,2016,3812
Al-Ettifaq FC,Saudi Arabia,Boubacar Fofana,27.0,Defensive Midfield,Khaleej,Saudi Arabia,out,Winter,2016,3813
Al-Ettifaq FC,Saudi Arabia,Léo,27.0,Centre-Forward,Al-Tai,Saudi Arabia,out,Winter,2016,3814
Al-Ettifaq FC,Saudi Arabia,Mohammed Al-Saiari,23.0,Centre-Forward,Al-Taawoun,Saudi Arabia,out,Winter,2016,3815
Al-Ettifaq FC,Saudi Arabia,Khaled Al-Obod,26.0,Second Striker,Al-Nojoom FC,Saudi Arabia,out,Winter,2016,3816
Al-Ettifaq FC,Saudi Arabia,Turki Sufyani,24.0,Centre-Forward,Al-Nahdah FC,Saudi Arabia,out,Winter,2016,3817
Al-Ettifaq FC,Saudi Arabia,Jaber Alziyadi,23.0,Central Midfield,Al-Nahdah FC,Saudi Arabia,out,Winter,2016,3818
Al-Ettifaq FC,Saudi Arabia,Mirei Al-Mqaadi,28.0,Centre-Forward,Al-Hazem,Saudi Arabia,out,Winter,2016,3819
Al-Ettifaq FC,Saudi Arabia,Ali Al-Zaqan,25.0,Right-Back,Al-Fateh,Saudi Arabia,out,Winter,2016,3820
Al-Raed SFC,Saudi Arabia,Wander Luiz,29.0,Attacking Midfield,Kelantan FC,China PR,in,Winter,2016,3821
Al-Raed SFC,Saudi Arabia,Bader Al-Sulaiteen,26.0,Central Midfield,Al-Shabab,Saudi Arabia,in,Winter,2016,3822
Al-Raed SFC,Saudi Arabia,Abdulrahman Al-Shammari,27.0,Right-Back,Al-Nassr,Saudi Arabia,in,Winter,2016,3823
Al-Raed SFC,Saudi Arabia,Khaled Shrahili,29.0,Goalkeeper,Al-Hilal,Saudi Arabia,in,Winter,2016,3824
Al-Raed SFC,Saudi Arabia,Rayan Al-Mousa,22.0,Defensive Midfield,Al-Ahli SFC U23,Saudi Arabia,in,Winter,2016,3825
Al-Raed SFC,Saudi Arabia,Samer Salem,24.0,Second Striker,Free Agent,Free Agent,in,Winter,2016,3826
Al-Raed SFC,Saudi Arabia,Saeed Al-Mowalad,25.0,Right-Back,Al-Ahli SFC,Saudi Arabia,out,Winter,2016,3827
Al-Raed SFC,Saudi Arabia,Ali Khorrami,26.0,Second Striker,Al-Fayha,Saudi Arabia,out,Winter,2016,3828
Al-Raed SFC,Saudi Arabia,Meshal Al-Enazi,30.0,Left Midfield,Al-Orobah FC,Saudi Arabia,out,Winter,2016,3829
Al-Raed SFC,Saudi Arabia,Mohamad Sharifi,38.0,Goalkeeper,Retired,Retired,out,Winter,2016,3830
Al-Raed SFC,Saudi Arabia,Gilmar,26.0,Attacking Midfield,Naxxar Lions FC,Ghana,out,Winter,2016,3831
Al-Qadsiah FC,Saudi Arabia,Élton,30.0,Attacking Midfield,Al-Mesaimeer,Qatar,in,Winter,2016,3832
Al-Qadsiah FC,Saudi Arabia,Abdulrahman Al-Khaibary,28.0,Defensive Midfield,Al-Shabab,Saudi Arabia,in,Winter,2016,3833
Al-Qadsiah FC,Saudi Arabia,Qusai Al-Khaibary,24.0,Defensive Midfield,Ittihad Club,Saudi Arabia,in,Winter,2016,3834
Al-Qadsiah FC,Saudi Arabia,Ahmad Al-Dhefiri,25.0,Attacking Midfield,Qadsia SC,France,in,Winter,2016,3835
Al-Qadsiah FC,Saudi Arabia,Saad Abdul Ameer,24.0,Defensive Midfield,Al-Ahli SFC,Saudi Arabia,out,Winter,2016,3836
Al-Qadsiah FC,Saudi Arabia,Abdulrahman Al-Shahrani,22.0,Defensive Midfield,Al-Nahdah FC,Saudi Arabia,out,Winter,2016,3837
Al-Qadsiah FC,Saudi Arabia,Ahmed Al-Malkey,25.0,Defensive Midfield,Al-Nahdah FC,Saudi Arabia,out,Winter,2016,3838
Al-Qadsiah FC,Saudi Arabia,Khalid Al-Magrabi,24.0,Right-Back,Al-Nahdah FC,Saudi Arabia,out,Winter,2016,3839
Al-Qadsiah FC,Saudi Arabia,Sultan Msrahi,29.0,Centre-Back,Al-Nahdah FC,Saudi Arabia,out,Winter,2016,3840
Al-Qadsiah FC,Saudi Arabia,Tiago Bezerra,29.0,Centre-Forward,Free Agent,Free Agent,out,Winter,2016,3841
Al-Faisaly FC,Saudi Arabia,Mircea Axente,29.0,Centre-Forward,Gaz Metan,Romania,in,Winter,2016,3842
Al-Faisaly FC,Saudi Arabia,Igor Rossi,27.0,Centre-Back,Heart of Midl.,Scotland,in,Winter,2016,3843
Al-Faisaly FC,Saudi Arabia,Martin Maloca,26.0,Defensive Midfield,NK Sesvete,Bosnia and Herzegovina,in,Winter,2016,3844
Al-Faisaly FC,Saudi Arabia,Musab Al-Otaibi,24.0,Defensive Midfield,Al-Nassr,Saudi Arabia,in,Winter,2016,3845
Al-Faisaly FC,Saudi Arabia,Jamaan Al-Dossari,23.0,Centre-Back,Al-Shabab,Saudi Arabia,in,Winter,2016,3846
Al-Faisaly FC,Saudi Arabia,Ifeanyi Onyilo,26.0,Centre-Forward,Aris Limassol,Cyprus,in,Winter,2016,3847
Al-Faisaly FC,Saudi Arabia,Alemão,30.0,Centre-Back,Vila Nova FC,Brazil,out,Winter,2016,3848
Al-Faisaly FC,Saudi Arabia,Everaldo,25.0,Centre-Forward,Novorizontino,Brazil,out,Winter,2016,3849
Al-Faisaly FC,Saudi Arabia,Mohamed Al-Safri,26.0,Defensive Midfield,Hajer,Saudi Arabia,out,Winter,2016,3850
Al-Faisaly FC,Saudi Arabia,Ifeanyi Onyilo,26.0,Centre-Forward,AOK Kerkyra,Greece,out,Winter,2016,3851
Al-Faisaly FC,Saudi Arabia,Ali Al-Shoula,28.0,Centre-Forward,Khaleej,Saudi Arabia,out,Winter,2016,3852
Al-Faisaly FC,Saudi Arabia,Tariq Al-Kabe,24.0,Central Midfield,Al-Hazem,Saudi Arabia,out,Winter,2016,3853
Al-Faisaly FC,Saudi Arabia,Khaled Al-Zylaeei,29.0,Right Winger,Al-Batin,Saudi Arabia,out,Winter,2016,3854
Al-Faisaly FC,Saudi Arabia,Sami Kassar,26.0,Left-Back,Ohod Club,Saudi Arabia,out,Winter,2016,3855
Al-Faisaly FC,Saudi Arabia,Gonzalo Cabrera,27.0,Left Winger,Johor DT,El Salvador,out,Winter,2016,3856
Al-Batin FC,Saudi Arabia,Jhonnattann,27.0,Right Winger,Valletta,Malta,in,Winter,2016,3857
Al-Batin FC,Saudi Arabia,Edison Tarabai,31.0,Centre-Forward,Hibernians FC,Malta,in,Winter,2016,3858
Al-Batin FC,Saudi Arabia,Maan Khodary,25.0,Defensive Midfield,Najran SC,Saudi Arabia,in,Winter,2016,3859
Al-Batin FC,Saudi Arabia,Mohammed Al-Harthi,22.0,Second Striker,Al-Ahli SFC U23,Saudi Arabia,in,Winter,2016,3860
Al-Batin FC,Saudi Arabia,Abdullah Al-Jawaey,20.0,Left Winger,Al-Hilal U23,Saudi Arabia,in,Winter,2016,3861
